10104 2097152
30048 9
10420 11
10150 5824
3124c 1
31270 0
37004 0
3700c 0
31250 200
10428 4095
10424 0
10430 7
30610 35127316
312e0 1
10204 529471
30b00 0
30b20 0
30b08 0
30840 0
30b04 5000
10208 999812
1020c 32
10410 29
31450 0
31220 0
31200 64
10418 732
10414 64
101a0 5013
30720 0
101a4 2238472
30600 65537
3060c 0
104c0 31
30614 0
31300 65606
31800 0
10800 4294967295
31804 0
31810 0
10200 15
3081c 1074341224
1cc 300
204 0
208 4294967295
20c 4294967295
3004c 4165
50040 8
300bc 0
30100 0
30110 375000
10138 12583
1013c 375000
10140 1
30070 284951
3031c 0
30150 300
5001c 1
301b0 0
3006c 375000
10180 973307919
306c8 0
30b68 0
30308 0
3030c 0
30310 3072
10190 4
30314 2048
10194 2
10198 1
30318 1
30360 3072
303e0 0
10184 376
303a0 2048
30420 0
10188 320
101b4 4
101b8 2
30460 0
30608 0
101e8 0
101dc 0
10e40 8
10e3c 4112
306d0 0
101bc 0
101c0 0
101c4 0
3074c 0
30680 0
101a8 73984
1019c 0
306f0 0
101e4 0
30520 0
304a0 65537
1018c 196611
101b0 720907
306c4 0
101ac 1023
306dc 0
30800 2
30804 0
30808 1
30814 1
10244 1
10240 1023
30818 1
10250 1023
10254 1
10238 10000
10230 1000000000
10234 10000
30824 150972
30b6c 1000000000
3082c 0
102c4 0
102c0 0
30b0c 122758
10214 64
10210 352415
308d8 7
30918 0
10284 5
30d08 0
30998 0
10220 16000000
10224 0
30b1c 0
30b28 0
31400 32
31404 16495
10500 32
10508 1
10514 999812
10518 1
31430 0
30b14 0
31454 32
10270 0
10274 0
31474 64
104f4 4294967295
31408 64
3140c 732
10520 64
10534 732
104d0 4294967295
31244 512
104d8 1022
104d4 0
104e0 4294967295
3133c 100
104e4 0
104e8 255
104ec 1
312e4 0
10434 15
312c0 1686
10460 16376
10440 1
31308 0
104c4 0
104c8 400
104a0 11
31314 0
31310 10
104a4 0
104a8 100
1053c 177
314a8 0
314b4 0
10558 0
1055c 0
10560 0
314b0 0
1054c 0
10550 0
10554 0
314ac 0
10540 0
10544 0
10548 0
10578 100
1057c 20
105cc 0
1030004 0
1030000 0
105e4 0
105e0 0
104f0 447
31360 3072
313a0 0
31380 2048
313c0 0
313f0 0
10e00 37
10004 18209
36074 1
36004 1
36014 1573
10e0c 1024
10e04 4096
10e08 4294963200
10400 11
31324 0
31320 128
10408 255
10404 0
104b0 11
31334 0
31330 128
104b8 255
104b4 0
10580 15
10584 0
10588 128
105a0 255
105a4 0
105a8 128
105c0 255
105c4 0
10600 4067
31700 0
31704 0
10640 1023
10620 0
10660 1
b0000 262144
106a0 4095
10680 0
106c0 1
10b04 0
10720 0
33580 0
40004 0
33530 0
314a0 0
e100c 0
e1014 0
10280 131079
32000 0
31128 0
30da4 0
10288 6
30d80 0
30d88 65536
30da8 0
3112c 0
33e08 0
1028c 6
30d84 0
30f28 50
10294 1000000
10290 0
102dc 7
30fa8 0
1029c 0
102a0 999812
102a4 1
31028 0
102a8 0
102ac 10000
102b0 1
310a0 0
102b4 0
102b8 5000
102bc 1
10840 235
10844 1
10870 10241
10878 9
32100 0
32300 1
10868 1023
10864 1
1086c 1
32380 0
32400 0
37000 0
37010 0
37038 0
3703c 0
37040 0
37044 0
37014 0
37018 0
3701c 0
37028 0
3702c 0
37048 0
10c00 8439807
33b04 36864
33b00 4097
31900 18874368
0 65537
50000 65536
50014 1024
50018 1024
50028 48
50034 12
6201c 16384
62020 384
62024 0
62028 0
10f00 2097379
10f04 17
36404 0
36408 0
36a6c 0
36428 0
36448 0
3646c 21
10f08 255
3648c 0
3696c 0
364ac 0
31364 1536
313a4 0
31384 1024
313c4 0
313f4 0
30d00 0
30da0 0
31124 0
33e00 0
30f20 50
30fa0 0
31020 0
30d04 8
102d8 3070
33e04 0
30f24 50
30fa4 0
31024 0
